CASE,TIME,FOPT,FWPT,FGPT,FPR,FOPR,FWPR,WOPR:P-F-12,WWCT:P-F-12,WBHP:P-F-12,WOPT:P-F-12,WWPT:P-F-12
sens_northpv_low,1791.0,7248631.0,6512703.5,1072723200.0,331.838257,1866.56079,7470.56934,543.389465,0.896479726,270.525696,3758264.0,3643644.25
sens_northpv_low,1801.0,7266686.5,6587690.5,1075283710.0,331.786652,1805.51807,7498.67627,525.786316,0.899303198,270.720154,3763521.75,3690601.25
sens_northpv_low,1811.0,7282419.5,6654415.0,1077512960.0,331.609619,1573.32263,6672.46973,457.636444,0.899881244,275.557922,3768098.25,3731734.25
sens_northpv_low,1821.0,7299114.5,6725786.5,1079876860.0,332.363922,1669.47083,7137.13037,476.221252,0.901799858,274.35022,3772860.5,3775467.0
sens_northpv_low,1831.0,7317163.0,6801371.0,1082430720.0,331.67627,1804.87781,7558.44238,483.628387,0.903675973,272.419342,3777696.75,3820839.25
sens_northpv_low,1841.0,7334772.0,6878745.0,1084921220.0,330.200409,1760.87549,7737.44287,501.92691,0.905188084,268.643799,3782716.0,3868759.0
sens_northpv_low,1851.0,7351203.5,6954641.0,1087243140.0,332.157776,1643.18726,7589.5918,472.812958,0.907070637,272.676147,3787444.0,3914909.75
sens_northpv_low,1861.0,7367198.0,7030546.5,1089502080.0,332.675171,1599.44922,7590.53027,466.082153,0.908388317,273.470734,3792105.0,3961124.75
sens_northpv_low,1871.0,7383411.5,7107784.0,1091790720.0,332.943207,1621.32935,7723.76855,462.088104,0.909569323,273.48764,3796725.75,4007602.5
sens_northpv_low,1881.0,7399276.5,7185387.5,1094029180.0,333.230896,1586.50488,7760.36182,458.89621,0.910806119,273.591705,3801314.75,4054462.75
sens_northpv_low,1891.0,7415272.0,7264119.0,1096284930.0,333.261536,1599.55457,7873.11572,455.090485,0.912025094,273.481842,3805865.75,4101641.5
sens_northpv_low,1901.0,7420859.0,7292140.0,1097070340.0,333.325989,592.39502,2754.01709,162.607422,0.893859863,301.016052,3807402.0,4115463.25
sens_northpv_low,1911.0,7428194.5,7310868.0,1098099580.0,335.076508,733.536743,1872.78894,-0.0,0.0,316.025757,3807402.0,4115463.25
sens_northpv_low,1921.0,7441229.0,7363184.0,1099938690.0,337.18924,1303.44543,5231.62012,374.96637,0.884900928,291.12146,3811151.75,4144291.25
sens_northpv_low,1931.0,7448656.5,7394731.0,1100985090.0,338.938354,742.775879,3154.67358,213.047455,0.885147274,303.718231,3813282.25,4160710.5
sens_northpv_low,1941.0,7466641.0,7476139.5,1103521150.0,338.889801,1798.44934,8140.86035,514.46405,0.90692091,276.121033,3818427.0,4210837.5
sens_northpv_low,1951.0,7483670.5,7558420.0,1105919490.0,338.147186,1702.94385,8228.02539,472.867462,0.91376406,275.518066,3823155.5,4260943.0
sens_northpv_low,1961.0,7500045.0,7641859.5,1108224000.0,338.256744,1637.44128,8343.99609,455.532776,0.917146742,275.99057,3827711.0,4311368.5
sens_northpv_low,1971.0,7516397.5,7720589.0,1110525700.0,332.232849,1635.2345,7872.93896,430.953888,0.916747212,271.403564,3832020.5,4358823.0
sens_northpv_low,1981.0,7531653.5,7803219.5,1112671870.0,336.712799,1525.60095,8263.02148,434.64566,0.919697821,275.407776,3836367.0,4408603.0
sens_northpv_low,1991.0,7546726.0,7884500.5,1114791940.0,336.666748,1502.78491,8134.46973,410.866547,0.920922458,277.443512,3840488.75,4456433.0
sens_northpv_low,2001.0,7560153.0,7959706.5,1116680320.0,337.118225,1342.69739,7520.55078,378.850281,0.921257436,280.714539,3844277.25,4500757.0
sens_northpv_low,2011.0,7569169.0,8007388.5,1117946500.0,338.844666,901.609375,4768.21631,224.403229,0.91576004,298.36908,3846521.25,4525151.5
sens_northpv_low,2021.0,7583382.0,8084740.5,1119945860.0,339.093933,1421.26819,7735.19678,396.290253,0.920189679,281.577423,3850484.25,4570842.5
sens_northpv_low,2031.0,7595888.5,8159154.5,1121705090.0,340.081909,1250.69153,7441.43506,384.905762,0.922525525,282.599518,3854333.25,4616675.0
sens_northpv_low,2041.0,7606302.5,8197762.0,1123128960.0,339.531769,1041.3855,3860.75,186.457382,0.914526224,302.680176,3856198.0,4636625.0
sens_northpv_low,2051.0,7627084.0,8271511.0,1125928450.0,339.341919,2078.14502,7374.89355,386.51239,0.921102047,283.958557,3860063.0,4681749.0
sens_northpv_low,2061.0,7650790.5,8358234.5,1129104900.0,338.932556,2370.67334,8672.33691,420.617554,0.925902188,279.204407,3864269.25,4734308.0
sens_northpv_low,2071.0,7669290.5,8445802.0,1131617920.0,339.596649,1850.0,8756.74902,407.615479,0.928473771,279.770508,3868345.25,4787220.0
sens_northpv_low,2081.0,7688510.0,8525667.0,1134196100.0,338.31485,1921.9292,7986.51562,364.219757,0.928967953,283.118256,3871987.5,4834853.0
sens_northpv_low,2091.0,7700529.0,8574373.0,1135800190.0,338.749329,1201.87439,4870.58496,226.624969,0.9244259,298.660767,3874253.75,4862574.0
sens_northpv_low,2101.0,7719943.0,8648765.0,1138392320.0,339.266083,1941.4137,7439.23877,333.737823,0.926957965,288.410706,3877591.25,4904928.0
sens_northpv_low,2111.0,7743116.0,8736160.0,1141472510.0,338.178497,2317.29077,8739.41895,390.126099,0.930157959,280.1698,3881492.5,4956885.0
sens_northpv_low,2121.0,7762076.5,8811399.0,1143989120.0,338.24826,1896.05847,7523.9458,328.715759,0.930693507,286.66861,3884779.5,5001027.0
sens_northpv_low,2131.0,7779227.0,8880351.0,1146260350.0,336.893402,1715.0387,6895.21777,314.068604,0.930248618,286.917938,3887920.25,5042913.0
sens_northpv_low,2141.0,7797758.5,8943764.0,1148701950.0,337.67514,1853.17566,6341.30225,257.598053,0.928879619,294.763275,3890496.25,5076557.0
sens_northpv_low,2151.0,7819117.5,9027407.0,1151529730.0,337.9617,2135.87256,8364.26172,355.262421,0.93215102,284.19632,3894049.0,5125365.5
sens_northpv_low,2161.0,7841063.0,9114590.0,1154432000.0,337.682983,2194.55225,8718.2832,356.318451,0.93446219,282.951599,3897612.0,5176170.5
sens_northpv_low,2171.0,7860671.0,9192814.0,1157021700.0,337.321625,1960.84509,7822.46973,310.438416,0.934788644,287.487823,3900716.5,5220671.0
sens_northpv_low,2181.0,7876362.0,9258017.0,1159086590.0,338.707611,1569.06616,6520.21631,272.184601,0.934044123,293.00293,3903438.25,5259217.0
sens_northpv_low,2191.0,7896138.5,9338610.0,1161694460.0,340.020172,1977.66479,8059.34863,318.105804,0.935576677,288.40564,3906619.25,5305413.5
sens_northpv_low,2201.0,7914387.5,9414112.0,1164100990.0,340.885834,1825.78406,7548.83008,297.286469,0.93579185,290.634064,3909593.25,5348739.5
sens_northpv_low,2208.0,7929411.5,9471225.0,1166079230.0,341.583923,2146.29858,8158.94727,309.276184,0.93669492,290.555817,3911758.0,5380773.0
sens_northpv_low,2209.0,7932000.5,9479383.0,1166417280.0,341.526672,2588.72437,8158.47754,308.599945,0.93683672,290.773895,3912066.75,5385350.5
sens_northpv_low,2211.0,7937025.5,9495703.0,1167074180.0,341.47525,2512.63428,8159.89404,307.428497,0.937082946,291.190765,3912681.5,5394508.0
sens_northpv_low,2221.0,7960208.5,9546904.0,1170062080.0,343.257294,2320.85425,5119.31787,109.398392,0.926232457,319.523499,3913734.75,5408302.0
sens_northpv_low,2231.0,7976378.5,9604052.0,1172156160.0,341.38855,1616.96375,5714.76172,239.634323,0.930599213,301.90686,3916131.0,5440435.0
sens_northpv_low,2241.0,7996090.0,9671617.0,1174693380.0,341.809448,1971.15051,6756.51465,254.053329,0.934063613,299.081482,3918671.5,5476424.5
sens_northpv_low,2251.0,8020212.5,9756837.0,1177809540.0,339.682617,2412.2688,8521.95801,325.722839,0.93806082,287.412354,3921928.75,5525754.5
sens_northpv_low,2261.0,8044284.5,9843114.0,1180916480.0,338.490662,2407.22119,8627.67676,314.825043,0.940171957,287.029785,3925077.0,5575228.0
sens_northpv_low,2271.0,8068156.0,9930290.0,1183993980.0,337.330902,2387.11108,8717.61133,309.228333,0.94131583,286.403229,3928169.25,5624829.5
sens_northpv_low,2281.0,8081141.0,9984583.0,1185669120.0,339.649078,1298.5365,5429.38672,188.554825,0.938343883,303.497253,3930054.75,5653525.5
sens_northpv_low,2291.0,8101826.5,10064703.0,1188341250.0,340.553345,2060.18408,8023.54199,278.804382,0.94078052,293.359619,3932871.0,5697777.5
sens_northpv_low,2301.0,8124479.0,10153772.0,1191261820.0,340.986938,2265.25757,8906.98242,306.359192,0.943068624,290.217651,3935934.5,5748526.0
sens_northpv_low,2304.0,8131205.5,10179101.0,1192126210.0,341.102692,2242.17749,8442.7334,282.09848,0.943532646,293.377136,3936780.75,5762667.0
sens_northpv_low,2305.0,8134155.0,10187548.0,1192519680.0,340.888947,2949.29028,8447.17285,281.743866,0.943605244,293.559753,3937062.5,5767381.5
sens_northpv_low,2306.0,8137452.0,10195997.0,1192964860.0,340.559113,3296.96753,8449.37891,281.411194,0.943673491,293.585754,3937344.0,5772096.0
sens_northpv_low,2307.0,8141023.5,10204447.0,1193450880.0,340.141144,3571.35693,8449.71875,281.10672,0.943736017,293.487427,3937625.0,5776811.0
sens_northpv_low,2309.0,8147835.5,10221346.0,1194374020.0,339.456238,3406.11646,8449.64062,280.519501,0.943856418,293.097992,3938186.0,5786243.0
sens_northpv_low,2311.0,8154561.5,10238245.0,1195284480.0,338.822083,3363.02197,8449.57031,279.934204,0.943976521,292.618805,3938746.0,5795676.5
sens_northpv_low,2321.0,8186902.0,10327170.0,1199628290.0,338.144043,3224.90283,8904.08398,287.570038,0.945392847,291.002228,3941638.75,5845438.0
sens_northpv_low,2331.0,8210801.5,10374330.0,1202831490.0,329.467468,2389.95654,4716.07959,120.646202,0.936546266,302.569427,3942845.25,5863245.0
sens_northpv_low,2341.0,8236429.5,10425717.0,1206264830.0,338.06723,2562.76221,5138.65967,107.205109,0.931081772,315.507568,3943917.25,5877728.5
sens_northpv_low,2351.0,8264141.5,10515916.0,1209984130.0,339.316406,2771.23364,9019.91504,309.322052,0.941996992,291.368744,3947010.5,5927963.5
sens_northpv_low,2361.0,8292485.0,10606387.0,1213795200.0,338.79129,2834.34668,9047.05469,287.62915,0.945800841,291.276398,3949886.75,5978156.5
sens_northpv_low,2371.0,8318284.0,10690587.0,1217254660.0,337.857025,2579.87988,8420.00195,260.513,0.946713507,292.868652,3952491.75,6024440.5
sens_northpv_low,2381.0,8344408.5,10778451.0,1220755200.0,338.750885,2612.43115,8786.43066,266.400208,0.947860658,292.557281,3955155.75,6072870.5
sens_northpv_low,2391.0,8370218.5,10863516.0,1224210820.0,336.861664,2581.02979,8506.46973,255.252457,0.948113441,291.819519,3957708.5,6119512.0
sens_northpv_low,2401.0,8394567.0,10946657.0,1227466620.0,338.819031,2434.84668,8314.10156,244.131393,0.948892772,295.604889,3960149.75,6164839.5
sens_northpv_low,2411.0,8419924.0,11036344.0,1230863870.0,339.098694,2535.68799,8968.74902,259.581787,0.949896634,293.248901,3962745.5,6214052.5
sens_northpv_low,2421.0,8444988.0,11127649.0,1234223620.0,339.536621,2506.42188,9130.5166,263.539062,0.950993598,292.414246,3965381.0,6265194.0
sens_northpv_low,2431.0,8451086.0,11162888.0,1235035520.0,341.20697,609.826721,3523.85791,113.06356,0.945117533,312.973694,3966511.5,6284664.0
sens_northpv_low,2441.0,8466136.0,11245762.0,1237040510.0,344.046997,1504.94263,8287.40918,257.04718,0.948724508,295.3862,3969082.0,6332224.5
sens_northpv_low,2451.0,8492193.0,11334733.0,1240515460.0,344.138214,2605.67017,8897.11426,256.239685,0.950982034,295.745819,3971644.5,6381936.5
sens_northpv_low,2461.0,8517261.0,11426646.0,1243864060.0,344.368988,2506.85107,9191.31738,257.455597,0.95250237,295.916107,3974219.0,6433566.0
sens_northpv_low,2471.0,8537624.0,11508072.0,1246571140.0,344.67868,2036.28394,8142.52686,228.539215,0.952743411,299.804474,3976504.25,6479642.0
sens_northpv_low,2481.0,8561382.0,11597411.0,1249754750.0,344.871246,2375.83179,8933.97559,242.353561,0.953523159,297.836456,3978928.0,6529363.5
sens_northpv_low,2491.0,8584323.0,11685224.0,1252829310.0,346.066895,2294.04639,8781.29883,233.011414,0.954248488,300.215515,3981258.0,6577963.0
sens_northpv_low,2501.0,8606882.0,11772180.0,1255853820.0,346.938904,2255.92261,8695.55762,226.012421,0.954747617,301.987,3983518.25,6625648.0
sens_northpv_low,2511.0,8629639.0,11863333.0,1258907260.0,347.801483,2275.72754,9115.26465,227.135986,0.95540458,302.484528,3985789.5,6674309.0
sens_northpv_low,2521.0,8651524.0,11950087.0,1261840000.0,344.942291,2188.43921,8675.39551,208.677094,0.95484525,301.498169,3987876.25,6718436.0
sens_northpv_low,2524.0,8653101.0,11959658.0,1262050430.0,346.070892,525.96167,3190.40771,-0.0,0.0,332.917267,3987876.25,6718436.0
sens_northpv_low,2531.0,8657034.0,11981633.0,1262577020.0,348.706177,561.843384,3139.32251,-0.0,0.0,321.337006,3987876.25,6718436.0
sens_northpv_low,2541.0,8662916.0,12014522.0,1263380740.0,351.831879,588.211731,3288.88184,-0.0,0.0,324.903931,3987876.25,6718436.0
sens_northpv_low,2551.0,8670043.0,12048319.0,1264345090.0,355.098145,712.704712,3379.75537,-0.0,0.0,326.611359,3987876.25,6718436.0
sens_northpv_low,2558.0,8676623.0,12073167.0,1265226750.0,355.211792,939.918945,3549.63599,-0.0,0.0,326.779999,3987876.25,6718436.0
sens_northpv_low,2561.0,8686936.0,12085084.0,1266643580.0,352.240509,3437.66968,3972.27905,720.6651,0.397503376,303.623657,3990038.25,6719862.5
sens_northpv_low,2571.0,8717092.0,12126660.0,1270779390.0,347.820374,2993.05103,4189.54102,551.994751,0.542749941,289.474365,3995678.75,6726254.5
sens_northpv_low,2581.0,8743779.0,12169874.0,1274390530.0,344.701447,2668.66431,4321.40039,630.02887,0.545317531,280.218048,4001979.0,6733811.0
sens_northpv_low,2591.0,8765386.0,12210749.0,1277275780.0,341.743317,2160.70581,4087.51611,687.889221,0.54180795,273.405731,4008857.75,6741945.0
sens_northpv_low,2601.0,8785701.0,12251754.0,1280039420.0,345.217285,2031.52258,4100.51025,526.456665,0.556708515,282.184418,4014122.5,6748556.5
sens_northpv_low,2611.0,8815285.0,12301080.0,1284128640.0,348.014618,2958.44214,4932.54443,591.74176,0.562861562,280.744293,4020039.75,6756176.0
sens_northpv_low,2621.0,8841373.0,12350549.0,1287705340.0,347.548889,2608.80493,4946.90039,600.748718,0.567473829,279.564636,4026047.25,6764057.5
sens_northpv_low,2631.0,8864443.0,12400616.0,1290799100.0,348.135193,2306.99487,5006.7085,616.719177,0.574032068,277.680634,4032214.5,6772368.5
sens_northpv_low,2641.0,8893606.0,12449112.0,1294748800.0,347.053955,2916.21191,4849.5791,431.677246,0.591608346,286.969696,4036531.25,6778622.0
sens_northpv_low,2651.0,8927493.0,12501123.0,1299361920.0,343.736969,3388.74268,5201.13037,529.109558,0.59423393,279.180847,4041822.5,6786370.5
sens_northpv_low,2661.0,8954014.0,12551819.0,1302888190.0,344.144562,2652.15015,5069.61963,544.253174,0.609405577,275.623047,4047265.0,6794862.0
sens_northpv_low,2671.0,8983672.0,12607285.0,1306885630.0,347.603455,2965.73047,5546.60059,531.923706,0.632453322,275.804901,4052584.25,6804015.0
sens_northpv_low,2681.0,9018615.0,12663447.0,1311669380.0,343.102631,3477.07397,5640.49414,476.234283,0.646774292,276.486511,4057375.75,6812694.0
sens_northpv_low,2691.0,9043461.0,12717285.0,1314970620.0,342.724884,2484.59473,5383.81543,473.272675,0.655804992,274.329681,4062108.5,6821711.0
sens_northpv_low,2701.0,9068263.0,12771061.0,1318288000.0,341.983246,2480.19458,5377.5835,458.823395,0.664760411,273.408569,4066696.75,6830809.5
sens_northpv_low,2711.0,9095134.0,12827797.0,1321923070.0,339.648987,2678.53906,5685.91406,469.431885,0.672962189,269.423767,4071418.75,6840429.5
sens_northpv_low,2721.0,9119163.0,12883194.0,1325160830.0,339.303772,2395.46875,5550.10498,505.438507,0.681681871,264.192108,4076511.0,6851198.5
sens_northpv_low,2731.0,9147062.0,12942078.0,1329004670.0,341.865875,2789.84473,5888.4082,569.390442,0.694788337,258.386475,4082205.0,6864160.0
sens_northpv_low,2741.0,9176920.0,13005555.0,1333129220.0,343.570618,2985.85986,6347.72168,572.324707,0.710026503,256.4841,4087928.25,6878174.0
sens_northpv_low,2751.0,9199761.0,13064443.0,1336197380.0,342.653809,2284.09424,5888.8291,536.36676,0.721223295,257.170746,4093291.75,6892050.5
sens_northpv_low,2761.0,9221482.0,13121719.0,1339124220.0,343.269165,2165.27075,5736.8877,474.108002,0.731571436,261.578461,4098066.5,6904923.0
sens_northpv_low,2771.0,9248317.0,13182001.0,1342837500.0,341.231537,2683.49927,6028.1748,469.622925,0.739696085,259.515167,4102762.75,6918268.0
sens_northpv_low,2781.0,9271731.0,13240891.0,1346061180.0,340.245911,2334.22729,5899.14697,433.084229,0.748103261,260.739441,4107121.75,6931089.0
sens_northpv_low,2784.0,9277626.0,13258347.0,1346854780.0,340.716583,1964.81189,5818.74951,420.486847,0.750721335,261.487671,4108383.0,6934888.0
sens_northpv_low,2791.0,9291550.0,13298747.0,1348753540.0,341.513702,1989.1261,5771.44189,412.437256,0.756033778,261.604156,4111270.25,6943834.5
sens_northpv_low,2801.0,9300679.0,13330907.0,1350031100.0,341.930481,934.474854,3186.17822,247.4319,0.755957663,283.839813,4113728.5,6951523.0
sens_northpv_low,2811.0,9326405.0,13387911.0,1353617540.0,341.460144,2542.78394,5744.50732,387.868713,0.762439132,265.131989,4117659.75,6963894.0
sens_northpv_low,2821.0,9352642.0,13446276.0,1357297790.0,339.537628,2609.10498,5857.16797,371.831665,0.768759787,263.844208,4121396.75,6976228.0
sens_northpv_low,2831.0,9369935.0,13500904.0,1359651970.0,340.97113,1729.32153,5462.83252,354.972534,0.773536205,265.217438,4124946.5,6988353.0
sens_northpv_low,2841.0,9388472.0,13561641.0,1362162940.0,342.226288,1836.05469,6098.04932,356.282227,0.778925955,264.240326,4128530.5,7000875.0
sens_northpv_low,2851.0,9411508.0,13624743.0,1365342340.0,339.139282,2280.98169,6342.20605,353.057465,0.782446921,262.389465,4132076.25,7013550.5
sens_northpv_low,2861.0,9430777.0,13683974.0,1368083200.0,339.842468,1926.84729,5923.05957,343.955658,0.7879287,262.918304,4135515.75,7026330.0
sens_northpv_low,2871.0,9446541.0,13745555.0,1370233470.0,342.594238,1576.38354,6158.05713,343.44281,0.793898821,263.408173,4138950.25,7039559.5
sens_northpv_low,2881.0,9468949.0,13816659.0,1373216640.0,344.936401,2240.82446,7110.4292,342.749268,0.799891233,263.384857,4142377.75,7053260.0
sens_northpv_low,2891.0,9494747.0,13884924.0,1376751740.0,340.828278,2560.40771,6854.7002,320.044495,0.802899957,264.679718,4145585.25,7066286.5
sens_northpv_low,2901.0,9517520.0,13951445.0,1379869060.0,344.966949,2277.26562,6652.0415,289.088593,0.808894694,270.656586,4148476.25,7078522.5
sens_northpv_low,2911.0,9537037.0,14020314.0,1382464130.0,342.905396,1926.15137,6924.14941,315.401978,0.810987413,265.049683,4151643.25,7092036.0
sens_northpv_low,2921.0,9554376.0,14087465.0,1384765440.0,342.164185,1726.58557,6725.55273,289.752411,0.814249039,266.598969,4154549.75,7104724.5
sens_northpv_low,2931.0,9572797.0,14152576.0,1387269630.0,344.983826,1828.06006,6529.46777,271.808105,0.819320798,270.801178,4157293.5,7117012.5
sens_northpv_low,2941.0,9594304.0,14225488.0,1390212610.0,345.137604,2135.65259,7311.76123,294.956757,0.823753297,267.056641,4160261.75,7130771.0
sens_northpv_low,2951.0,9611576.0,14295235.0,1392526850.0,343.198151,1727.13721,6974.68457,271.323578,0.8258847,268.434052,4162975.0,7143640.5
sens_northpv_low,2961.0,9628383.0,14363593.0,1394774020.0,342.642395,1668.63928,6852.84521,261.262482,0.827970028,268.794952,4165597.0,7156201.0
sens_northpv_low,2971.0,9649772.0,14432614.0,1397728770.0,341.059265,2127.11523,6918.92627,247.543869,0.829981685,269.627319,4168078.5,7168276.5
sens_northpv_low,2981.0,9668662.0,14503415.0,1400327300.0,349.132599,1888.94958,7080.08594,241.574875,0.837175131,274.956421,4170494.25,7180697.0
sens_northpv_low,2991.0,9684162.0,14578138.0,1402392700.0,349.554352,1550.03125,7472.29492,258.414551,0.840621948,272.557129,4173078.5,7194327.0
sens_northpv_low,3001.0,9699515.0,14649282.0,1404457220.0,349.106445,1545.39233,7099.61719,244.46991,0.843266726,274.165192,4175531.25,7207468.0
